;ARTICLE_TITLE;PUBYEAR;wos
734;Pragmatic open space box utilization: asteroid survey model using distributed objects management based articulation (DOMBA);2015;True
735;The Dissemination Model of Digital Music in Big Data Era;2013;True
736;Does Television Viewership Predict Presidential Election Outcomes?;2015;True
737;Robust causal dependence mining in big data network and its application to traffic flow predictions;2015;True
738;Bringing it all together: big data and HIV research;2013;True
739;"Integrating ""big data"" into surgical practice";2016;True
740;WEB-CAM AS A MEANS OF INFORMATION ABOUT EMOTIONAL ATTEMPT OF STUDENTS IN THE PROCESS OF DISTANT LEARNING;2014;True
741;A Large Sky Survey Project and the Related Big Data Analysis;2015;True
742;Primary Education Evaluation in Brazil using Big Data and Cluster Analysis;2015;True
743;Big Data Opportunities and Challenges: Discussions from Data Analytics Perspectives;2014;True
744;Taking a byte out of big data;2015;True
745;Big Data Challenges for Large Radio Arrays;2012;True
746;Next-Generation Sequencing-the Promise and Perils of Charting the Great Microbial Unknown;2009;True
747;We Are All Social Scientists Now: How Big Data, Machine Learning, and Causal Inference Work Together;2015;True
748;Distributed learning for Random Vector Functional-Link networks;2015;True
749;Improving Access to Big Data in Agriculture and Forestry Using Semantic Technologies;2015;True
750;Crowd-sourced BioGames: managing the big data problem for next-generation lab-on-a-chip platforms;2012;True
751;Knowledge Functional Block for E-UTRAN;2013;True
752;Evaluating the effectiveness of urban growth boundaries using human mobility and activity records;2015;True
753;Sketch and Validate for Big Data Clustering;2015;True
754;Demystifying MapReduce;2013;True
755;Novel bioinformatics strategies for prediction of directional sequence changes in influenza virus genomes and for surveillance of potentially hazardous strains;2013;True
756;MapReduce: Simplified Data Analysis of Big Data;2015;True
757;Online Housing Search and the Geography of Submarkets;2015;True
758;A greedy algorithm for the analysis transform domain;2016;True
759;Behavior Signature for Big Data Traffic Identification;2014;True
760;A framework for management of massive knowledge in cloud environment;2014;True
761;Towards Integrated Study of Data Management and Data Mining;2015;True
762;Fitting the Problem to the Paradigm: Algorithm Characteristics Required for Effective Use of MapReduce;2012;True
763;BIG DATA: NEW SCIENCE, NEW CHALLENGES, NEW DIALOGICAL OPPORTUNITIES;2015;True
764;The PHOENIX Center: the hub of proteomics in the age of big data;2015;True
765;Method And System For Educational Networking;2014;True
766;Scalable Single Linkage Hierarchical Clustering For Big Data;2013;True
767;Knowledge discovery from social media using big data-provided sentiment analysis (SoMABiT);2015;True
768;High-Performance Integrated Virtual Environment (HIVE) Tools and Applications for Big Data Analysis;2014;True
769;A Kind of Memory Database Engine Based on Column-Storage Techniques;2013;True
770;The State of the Art of Memristive Neural Systems: Models and Applications;2014;True
771;Big Data and Pharmacovigilance: Using Health Information Exchanges to Revolutionize Drug Safety;2013;True
772;Digital Market Manipulation;2014;True
773;Human articulated body recognition method in high-resolution monitoring images;2016;True
774;Mining Frequent Itemsets in Data Streams Based on Genetic Algorithm;2013;True
775;Smart Electricity Meter Data Intelligence for Future Energy Systems: A Survey;2016;True
776;Geovisual analytics: design and implementation;2015;True
777;'Big data' reporting guidelines HOW TO ANSWER BIG QUESTIONS, YET AVOID BIG PROBLEMS;2014;True
778;Towards intelligent GIServices;2015;True
779;A survey on indexing techniques for big data: taxonomy and performance evaluation;2016;True
780;Large-Scale Micro-Blog Authorship Attribution: Beyond Simple Feature Engineering;2014;True
781;Creation of the BMA Ensemble for SST using a Parallel Processing Technique;2013;True
782;Visualization and Rhetoric: Key Concerns for Utilizing Big Data in Humanities Research A Case Study of Vaccination Discourses: 1918-1919;2013;True
783;Consideration on Construction and Development of National Scientific and Technological Resources in the Age of Big Data;2013;True
784;What Makes Paris Look like Paris?;2012;True
785;Research on the Neurology-based Internet Architecture;2014;True
786;HR and analytics: why HR is set to fail the big data challenge;2016;True
787;A predictive maintenance method for products based on big data analysis;2015;True
788;How Big Data Will Change Accounting;2015;True
789;CloudRank-D: benchmarking and ranking cloud computing systems for data processing applications;2012;True
790;Forming a global monitoring mechanism and a spatiotemporal performance model for geospatial services;2015;True
791;An angle-based subspace anomaly detection approach to high-dimensional data: With an application to industrial fault detection;2015;True
792;Association rule mining with mostly associated sequential patterns;2015;True
793;Five Traits of Performance Enhancement using Cloud Robotics: A Survey;2014;True
794;Combining HowNet and Extension Strategy Generation Method to Improve Customer Values;2015;True
795;A Survey on Big Data, Mining: (Tools, Techniques, Applications and Notable Uses);2015;True
796;Research on Big Data Architecture, Key Technologies and its Measures;2013;True
797;From Correlation to Causality: Statistical Approaches to Learning Regulatory Relationships in Large-Scale Biomolecular Investigations;2016;True
798;A High-performance Tiered Storage System for a Global Spectrum Observatory Network;2014;True
799;Comparing Business Intelligence and Big Data Skills A Text Mining Study Using Job Advertisements;2014;True
800;Unstructured Data Analysis on Big Data using Map Reduce;2015;True
801;Research on the Innovativeness and Characteristic of Digital Media under the Environment of Internet and Big Data;2015;True
802;Better big data;2015;True
803;Big and Open Linked Data (BOLD) to Create Smart Cities and Citizens: Insights from Smart Energy and Mobility Cases;2015;True
804;Strategic Approaches to Knowledge and Related Intangibles;2015;True
805;Heterogeneous Cloud Framework for Big Data Genome Sequencing;2015;True
806;A Micro-benchmark Suite for Evaluating HDFS Operations on Modern Clusters;2014;True
807;Inspiring Future Marine and Data Scientists Through the Lure of Ocean Tracks;2015;True
808;BIG DATA AND LEGAL REGULATION;2014;True
809;Predictive analytics model for power consumption in manufacturing;2014;True
810;A Virtual Dataspaces Model for large-scale materials scientific data access;2016;True
811;Collaborative mining of public data resources in neuroinformatics;2015;True
812;Individualizing Care for Ovarian Cancer Patients Using Big data Response;2014;True
813;Services to Support Knowledge Sharing in Complex Business Networks, Big Data as the Source;2014;True
814;Semantic based representing and organizing surveillance big data using video structural description technology;2015;True
815;Video Structural Description: a Semantic based Model for Representing and Organizing Video Surveillance Big Data;2013;True
816;Learning ELM-Tree from big data based on uncertainty reduction;2015;True
817;Research on information security issues facing the era of big data;2014;True
818;Driving Innovation Using Big Open Linked Data (BOLD) Panel;2015;True
819;New Techniques in Large Scale Metrology Toolset Data Mining to Accelerate Integrated Chip Technology Development and Increase Manufacturing Efficiencies;2014;True
820;The Non-sql Spatial Data Management Model in Big Data Time;2015;True
821;Estimation of the Health Status of People in the Vicinity of Pharmacies Using Pharmacy Big Data;2016;True
822;Trending now: Using big data to examine public opinion of space policy;2015;True
823;An Improved Parallel Association Rules Algorithm Based on MapReduce Framework for Big Data;2014;True
824;Functional Genomics Analysis of Big Data Identifies Novel Peroxisome Proliferator-Activated Receptor. Target Single Nucleotide Polymorphisms Showing Association With Cardiometabolic Outcomes;2015;True
825;The Architecture and Design of a Community-based Cloud Platform for Curating Big Data;2013;True
826;Crossing the qualitative-quantitative chasm III: Enduring methods, open geography, participatory research, and the fourth paradigm;2014;True
827;Flexible Creation of Indicators of Scientific and Technological Emergence Emerging Phenomena and Big Data;2013;True
828;Knowledge of health outcomes generated by drugs in the real world: Temporary fashion or real need?;2015;True
829;Classification of Streaming Big Data with Misses;2014;True
830;Exploring personalized searches using tag-based user profiles and resource profiles in folksonomy;2014;True
831;Beyond sharing: cultivating cooperative transportation systems through geographic information science;2013;True
832;Tuple MapReduce: Beyond classic MapReduce;2012;True
833;Seven V's of Big Data Understanding Big Data to extract Value;2014;True
834;Research on Information Security and Privacy of Libraries in Big Data Era;2014;True
835;Efficient query processing framework for big data warehouse: an almost join-free approach;2015;True
836;Distributed Multi-Agent Online Learning Based on Global Feedback;2015;True
837;Meeting report: The road to science-based policy - ESOF through the eyes of young scientists;2014;True
838;GOOSE: Semantic search on Internet connected sensors;2013;True
839;Big Data and Cloud: A Survey;2015;True
840;Using Simulated Experience to Make Sense of Big Data;2015;True
841;BIG DATA PRIVACY CONCERNS AMIDST GLOBAL DEVELOPMENT;2015;True
842;What If Mixing Technologies for Big Data Mining and Queries Optimization;2015;True
843;PER-MARE: Adaptive Deployment of MapReduce over Pervasive Grids;2013;True
844;Sustainable revenue management: A smart card enabled agent-based modeling approach;2013;True
845;Big data, advanced analytics and the future of comparative effectiveness research;2014;True
846;Segmented Analysis for Reducing Data Movement;2013;True
847;T-Storm: Traffic-aware Online Scheduling in Storm;2014;True
848;Practicing Pathology in the Era of Big Data and Personalized Medicine;2014;True
849;Twitter publics: how online political communities signaled electoral outcomes in the 2010 US house election;2014;True
850;A Data Modeling Approach for Electronic Document based on Metamodel;2013;True
851;Big data clone detection using classical detectors: an exploratory study;2015;True
852;DEDUCTION OF CUSTOMER BEHAVIOUR SYSTEM UNDER THE BACKGROUND OF BIG DATA;2015;True
853;The Role of Big Data and Advanced Analytics in Drug Discovery, Development, and Commercialization;2014;True
854;GAME THEORY APPLIED TO BIG DATA ANALYTICS IN GEOSCIENCES AND REMOTE SENSING;2013;True
855;SPIRIT: Systematic Planning of Intelligent Reuse of Integrated Clinical Routine Data A Conceptual Best-practice Framework and Procedure Model;2016;True
856;Representation of functions on big data: Graphs and trees;2015;True
857;Social Media, Big Data and Public Health Informatics: Ruminating behavior of depression revealed through Twitter;2015;True
858;MapReduce: Limitations, Optimizations and Open Issues;2013;True
859;Online Sparsifying Transform Learning-Part II: Convergence Analysis;2015;True
860;Process Data Analytics in the Era of Big Data;2014;True
861;A Framework to Model Big Data Driven Complex Cyber Physical Control System;2014;True
862;Research on the Novel Cloud Pattern of Accounting based on Data Analysis and Mining under the Environment of Big Data and Could Computing;2015;True
863;A Characterization of Big Data Benchmarks;2013;True
864;Lambda Vision;2014;True
865;Research on conceptual modeling: Themes, topics, and introduction to the special issue;2015;True
866;THE HISTORY OF COMPUTER ETHICS AND ITS FUTURE CHALLENGES;2015;True
867;Solar water heating is the 'red-headed stepchild,' but metering returns it to good favor;2012;True
868;Coming into Focus Computational Pathology as the New Big Data Microscope;2015;True
869;Bioinformatics clouds for big data manipulation;2012;True
870;"Using ""Big Data"" to Optimize Public Health Outreach Answering the Call to Action";2015;True
871;No place to hide? The ethics and analytics of tracking mobility using mobile phone data;2016;True
872;Trustworthy reuse of health data: A transnational perspective;2013;True
873;Large-scale analysis of frequency modulation in birdsong data bases;2014;True
874;Toward Scalable Systems for Big Data Analytics: A Technology Tutorial;2014;True
875;Near Field Intensity Trends of Main Laser Alignment Images in the National Ignition Facility (NIF);2015;True
876;Research on Modelling Novel Internet Finance Pattern under Big Data and Risk-Aware Environment;2015;True
877;What Can 1 Billion Trials Tell Us About Visual Search?;2015;True
878;Click Here to Print a Maker Movement Supply Chain: How Invention and Entrepreneurship Will Disrupt Supply Chain Design;2014;True
879;Pareto frontier for job execution and data transfer time in hybrid clouds;2014;True
880;Validating viral marketing strategies in Twitter via agent-based social simulation;2016;True
881;Trends in IT Innovation to Build a Next Generation Bioinformatics Solution to Manage and Analyse Biological Big Data Produced by NGS Technologies;2015;True
882;Online Learning towards Big Data Analysis in Health Informatics;2013;True
883;Reliability Meets Big Data: Opportunities and Challenges;2014;True
884;An ambidextrous perspective on business intelligence and analytics support in decision processes: Insights from a multiple case study;2015;True
885;SIROM3 - A Scalable Intelligent ROaming Multi-Modal Multi-Sensor Framework;2014;True
886;DEFENDING THE RIGHT LINES OF DIVISION: Ritzer's Prosumer Capitalism in the Age of Commercial Customer Surveillance and Big Data;2015;True
887;SCALABLE DEVELOPMENTS FOR BIG DATA ANALYTICS IN REMOTE SENSING;2015;True
888;Grand Challenge: Applying Regulatory Science and Big Data to Improve Medical Device Innovation;2013;True
889;Big Data: the Beauty or the Beast;2014;True
890;Context Matters: Improving the Uses of Big Data for Forecasting Civil Unrest Emerging Phenomena and Big Data;2013;True
891;Reacting to Different Types of Concept Drift with Adaptive and Incremental One-Class Classifiers;2015;True
892;Cloud Service Platform For Big Data Of Manufacturing;2014;True
893;Mastiff: A MapReduce-based System for Time-based Big Data Analytics;2012;True
894;Big data: Little difference;2015;True
895;Developing Analytic Talent: Becoming a Data Scientist;2015;True
896;Abnormality Analysis of Streamed Log Data;2014;True
897;SEMANTIC USER PROFILING FOR DIGITAL ADVERTISING;2015;True
898;Big data visual analytics for exploratory earth system simulation analysis;2013;True
899;Technology and the Bedside Nurse An Exploration and Review of Implications for Practice;2015;True
900;Writing a Big Data history of music;2015;True
901;Who Will Celebrate Our 200th Anniversary? Growing the Next Generation of ASA Members;2015;True
902;The digital archival resources on web and the Chinese higher education on world history;2015;True
903;eQTL networks unveil enriched mRNA master integrators downstream of complex disease-associated SNPs;2015;True
904;Engineering Privacy for Big Data Apps with the Unified Modeling Language;2013;True
905;From the Journal archives: Improving patient outcomes in the era of Big Data;2014;True
906;Adoption of green electricity policies: Investigating the role of environmental attitudes via big data-driven search-queries;2016;True
907;Online Big Data as a source of analytic information in online research;2015;True
908;Analytics: A Catalyst for Stagnant Science?;2016;True
909;Big Data In Health Care: Using Analytics To Identify And Manage High-Risk And High-Cost Patients;2014;True
910;Grid Analytics: How Much Data Do You Really Need?;2013;True
911;Towards a Collaborative Networks Governance Framework;2015;True
912;Annual Research Review: Discovery science strategies in studies of the pathophysiology of child and adolescent psychiatric disorders - promises and limitations;2016;True
913;Big Data in Nephrology: Friend or Foe?;2013;True
914;A Brief Analysis of Opportunities and Challenges for Accounting Personnel in the Big Data Era;2015;True
915;Advances in data-intensive modelling and simulation;2014;True
916;How 'big data' can make big impact: Findings from a systematic review and a longitudinal case study;2015;True
917;A distributed processing framework of incremental text clustering under the background of big data;2014;True
918;Dynamic occupancy models for analyzing species' range dynamics across large geographic scales;2013;True
919;The possibility of using search traffic information to explore consumer product attitudes and forecast consumer preference;2014;True
920;Ontology for Big Systems: The Ontology Summit 2012 Communique;2012;True
921;Big Data Challenges in Information Engineering Curriculum;2014;True
922;A distributed frequent itemset mining algorithm using Spark for Big Data analytics;2015;True
923;Mining the Big Data: The Critical Feature Dimension Problem;2014;True
924;ParaSAIL: BITMAP INDEXING USING MANY CORES;2013;True
925;Mobile, Cloud, and Big Data Computing: Contributions, Challenges, and New Directions in Telecardiology;2013;True
926;A Proposal of a Big Web Data Application and Archive for the Distributed Data Processing with Apache Hadoop;2015;True
927;Multivariate Exploratory Data Analysis (MEDA) Toolbox for Matlab;2015;True
928;Does Social Media Big Data Make the World Smaller? An Exploratory Analysis of Keyword-Hashtag Networks;2014;True
929;Youth and surveillance in the Facebook era: Policy interventions and social implications;2015;True
930;Big Data, Little Data, and Care Coordination for Medicare Beneficiaries with Medigap Coverage;2015;True
931;From Post to Values: Mining Schwartz Values of Individuals from Social Media;2014;True
932;Big Data Emergence in Semiconductor Manufacturing Advanced Process Control;2015;True
933;Usage Data in Web Search: Benefits and Limitations;2012;True
934;Humanitarian technology: a critical research agenda;2014;True
935;Efficient Streaming Detection of Hidden Clusters in Big Data Using Subspace Stream Clustering;2014;True
936;Cost-sensitive linguistic fuzzy rule based classification systems under the MapReduce framework for imbalanced big data;2015;True
937;SEMANTIC HMC FOR BUSINESS INTELLIGENCE USING CROSS-REFERENCING;2015;True
938;Publicly Available Data and Pediatric Mental Health: Leveraging Big Data to Answer Big Questions for Children;2016;True
939;'The Datafication of Everything': Toward a Sociology of Sport and Big Data;2015;True
940;PIFCard: A High Performance Flash Card Matching the Parallelism and Latency of NAND Flash with Those of PCI-E Interface;2013;True
941;Big Data Solutions for Predicting Risk-of-Readmission for Congestive Heart Failure Patients;2013;True
942;The ARES Project: Network Architecture for Deliverying and Processing Genomics Data;2014;True
943;Augmenting Data Warehouses with Big Data;2015;True
944;Correlation-based Performance Analysis for Full-System MapReduce Optimization;2013;True
945;Beyond Data and Analysis;2014;True
946;Memory System Characterization of Big Data Workloads;2013;True
947;Biomarkers - on Being and Essence;2015;True
948;Personalized medicine: the enabling role of nanotechnology;2016;True
949;SURVEY ON BIG DATA ANALYTICS IN PUBLIC SECTOR OF RUSSIAN FEDERATION;2015;True
950;Structured Data Fusion;2015;True
951;Research of Communication Engineering Teaching System on Data Analysis;2015;True
952;Big data analytics and machine learning: 2015 and beyond;2016;True
953;A Transdisciplinary Approach to Wearables, Big Data and Quality of Life;2014;True
954;New media and innovative companies. Media agencies case study;2015;True
955;Making sense of big text: a visual-first approach for analysing text data using Leximancer and Discursis;2013;True
956;An Efficient Distributed Programming Model for Mining Useful Patterns in Big Datasets;2013;True
957;Living on Fumes: Digital Footprints, Data Fumes, and the Limitations of Spatial Big Data;2014;True
958;A Cloud-based Framework for Supporting Effective and Efficient OLAP in Big Data Environments;2014;True
959;CONSUMER RIGHTS IN THE CONTEXT OF BIG AND OPEN DATA SOCIETY;2015;True
960;Big and Open Linked Data (BOLD) in government: A challenge to transparency and privacy?;2015;True
961;CRITICAL QUESTIONS FOR BIG DATA Provocations for a cultural, technological, and scholarly phenomenon;2012;True
962;On the Way to Big Data Applications in Industrial Computed Tomography;2014;True
963;Promise and Limitations of Big Data Research in Plastic Surgery;2016;True
964;Suggested Legal Framework for Student Data Privacy in the Age of Big Data and Smart Devices;2014;True
965;Investigating the Inclinations of Research and Practices in Hadoop: A Systematic Review;2014;True
966;A Case Study on Utilization of Big Data Information System in the Agricultural Industry in Korea;2015;True
967;KNOWLEDGE-DRIVEN IMAGE MINING SYSTEM FOR BIG EARTH OBSERVATION DATA FUSION: GIS MAPS INCLUSION IN ACTIVE LEARNING STAGE;2014;True
968;Cloud-based Big Data Mining & Analyzing Services Platform integrating R;2013;True
969;Systematization of the Protein Sequence Diversity in Enzymes Related to Secondary Metabolic Pathways in Plants, in the Context of Big Data Biology Inspired by the KNApSAcK Motorcycle Database;2013;True
970;Multilayer Optical Storage for Big Data Center: By Pre-Layered Scheme;2013;True
971;Big Data Architecture for IT Incident Management;2014;True
972;Validation: What Big Data Reveal About Survey Misreporting and the Real Electorate;2012;True
973;E-Science and the data deluge;2014;True
974;Collective Citizens' Behavior Modelling with Support of the Internet of Things and Big Data;2015;True
975;The Dynamics of Public Attention: Agenda-Setting Theory Meets Big Data;2014;True
976;Privacy and Ethics in Undergraduate GIS Curricula;2016;True
977;Towards building a data-intensive index for big data computing - A case study of Remote Sensing data processing;2015;True
978;Opportunities and Challenges Provided by Cloud Repositories for Bioinformatics-Enabled Drug Discovery;2014;True
979;Development of a Semi-Synthetic Dataset as a Testbed for Big-Data Semantic Analytics;2014;True
980;Extracting main content of a topic on online social network by multi-document summarization;2012;True
981;Network Security in Big Data: Tools and Techniques;2016;True
982;An Integrated Framework for Disaster Event Analysis in Big Data Environments;2013;True
983;Editorial Essay: What Is Organizational Research For?;2015;True
984;Business Intelligence and Big Data in the Cloud: Opportunities for Design-Science Researchers;2014;True
985;Do the treasures of 'big data' combined with behavioural intervention therapies contain the key to the mystery of large psychiatric issues?;2014;True
986;Predicting Asthma-Related Emergency Department Visits Using Big Data;2015;True
987;Personal Healthcare System Using Cloud Computing;2013;True
988;The Family of MapReduce and Large-Scale Data Processing Systems;2013;True
989;Hybrid Range Consistent Hash Partitioning Strategy-A New Data Partition Strategy for NoSQL Database;2013;True
990;Research On Distributed Mining Algorithm For Association Rules Oriented Mass Data;2014;True
991;Enhancing the Voice of Faculty in the Association of American Medical Colleges: The Evolution of Faculty in US Medical Schools and the Transformation of the Council of Academic Societies Into the Council of Faculty and Academic Societies;2015;True
992;Publication and consumption of caBIG data services using .NET;2010;True
993;Hash Match on GPU;2013;True
994;Blinked Data: Concepts, Characteristics, and Challenges;2014;True
995;Adapting bioinformatics curricula for big data;2016;True
996;Knowledge Representation Structure for Cloud Platforms: SUMMUS Semantic Encoding Forest;2015;True
997;"Pattern Recognition in Latin America in the ""Big Data"" Era";2015;True
998;GEODESIC BASED HYBRID SIMILARITY CRITERIA FOR APPROXIMATE SPECTRAL CLUSTERING OF REMOTE SENSING IMAGES;2014;True
999;Detecting anomalies from big network traffic data using an adaptive detection approach;2015;True
1000;Is dementia research ready for big data approaches?;2015;True
1001;VCGDB: a dynamic genome database of the Chinese population;2014;True
1002;"Applying computation biology and ""big data"" to develop multiplex diagnostics for complex chronic diseases such as osteoarthritis";2015;True
1003;An Efficient Approach for Local Affinity Pattern Detection in Remotely Sensed Big Data;2015;True
1004;From Big Data to Knowledge in the Social Sciences;2015;True
1005;A survey of large-scale analytical query processing in MapReduce;2014;True
1006;Exploring big data's strategic consequences;2015;True
1007;A Spatiotemporal Interpolation Method Using Radial Basis Functions for Geospatiotemporal Big Data;2014;True
1008;Human-level Moving Object Recognition from Traffic Video;2015;True
1009;Big Data 'Fork': Tensor Product for DCT-II/DST-II/DFT/HWT;2014;True
1010;Data discretization: taxonomy and big data challenge;2016;True
1011;Study on the Impact of Big Data on Radio and Television Ratings;2015;True
1012;Big Spatial Data Mining;2013;True
1013;"Toward a manifesto for the ""public understanding of big data'";2016;True
1014;External integrity verification for outsourced big data in cloud and IoT: A big picture;2015;True
1015;Application of the varying coefficient model to the behaviour risk factor surveillance data in Italy: a study of changing smoking prevalence among sub-populations;2015;True
1016;Optique: Towards OBDA Systems for Industry;2013;True
1017;Knowledge Convergence between Cloud Computing and Big Data and Analysis of Emerging Technological Opportunities in Malaysia;2015;True
1018;Agent-Based Modeling for Evacuation Traffic Analysis in Megaregion Road Networks;2015;True
1019;Organization of the Brain in Light of the Big Data Philosophy;2014;True
1020;The Evolution of Natural Cities from the Perspective of Location-Based Social Media;2015;True
1021;Towards a process to guide Big Data based Decision Support Systems for Business Processes;2014;True
1022;Digital repository of associations between environmental variables: A new resource to facilitate knowledge synthesis;2015;True
1023;A spatiotemporal compression based approach for efficient big data processing on Cloud;2014;True
1024;A Big Data Driven Model for Taxi Drivers' Airport Pick-up Decisions in New York City;2013;True
1025;The Big Duplicity of Big Data;2015;True
1026;Cooperative Decision Making Algorithm for Large Networks Using MapReduce Programming Model;2012;True
1027;TRACKING, TAGGING AND SCANNING THE CITY;2014;True
1028;Research on Design Features of Intelligent Product based on Big Data;2015;True
1029;Framework Formation of Financial Data Classification Standard in the era of the Big Data;2014;True
1030;Scientific computation of big data in real-world clinical research;2014;True
1031;Big data analysis of hollow fiber direct contact membrane distillation (HFDCMD) for simulation-based empirical analysis;2015;True
1032;An efficient divide-and-conquer approach for big data analytics in machine-to-machine communication;2016;True
1033;Internet of Things and Big Data Analytics for Smart and Connected Communities;2016;True
1034;Customer Preference Analysis Based on SNS Data;2012;True
1035;Fast Feature Selection in a GPU Cluster Using the Delta Test;2014;True
1036;Research Directions on the Adoption, Usage and Impact of the Internet of Things through the Use of Big Data Analytics;2015;True
1037;Big Data's End Run Around Procedural Privacy Protections;2014;True
1038;Enabling e-services based on affective exergaming, social media and the semantic web: a multitude of projects serving the citizen-centric vision for ICT in support of pHealth;2013;True
1039;Big Data and NSA Surveillance - Survey of Technology and Legal Issues;2013;True
1040;Finding Domain-Generation Algorithms by Looking at Length Distributions;2014;True
1041;Integration of Mobile, Big Data, Sensors, and Social Media: Impact on Daily Life and Business;2014;True
1042;Self-organizing Artificial Neural Networks into Hydrographic Big Data Reduction Process;2014;True
1043;Estimating species diversity and distribution in the era of Big Data: to what extent can we trust public databases?;2015;True
1044;Evaluating the Performance of Multi-tenant Elastic Extension Tables;2014;True
1045;Statistical analysis of big data on pharmacogenomics;2013;True
1046;Knowledge Integration for Scientific Classification and Computation;2015;True
1047;6 Deep Learning in Drug Discovery;2016;True
1048;A Novel Integrated Method for Human Multiplex Protein Subcellular Localization Prediction;2013;True
1049;Random projections fuzzy c-means (RPFCM) for big data clustering;2015;True
1050;An online generalized eigenvalue version of Laplacian Eigenmaps for visual big data;2016;True
1051;Enriching semantic knowledge bases for opinion mining in big data applications;2014;True
1052;Expertise and the representation of space;2014;True
1053;Optimization of Position Finding Step of PCM-oMaRS Algorithm with Statistical Information;2016;True
1054;Communication, Mediation, and the Expectations of Data: Data Valences Across Health and Wellness Communities;2015;True
1055;Big Data - and its contributions to pen-operative medicine;2014;True
1056;Internet of connected ServGoods: Considerations, consequences and concerns;2015;True
1057;LANGUAGE BASED WEB CRAWLING ON BIG DATA;2014;True
1058;Correlated Component Regression: Re-thinking Regression in the Presence of Near Collinearity;2013;True
1059;A Discovery Method of Anteroposterior Correlation for Big Data Era;2015;True
1060;A Survey Of Big Data Analytics in Healthcare and Government;2015;True
1061;Design and Development of a Medical Big Data Processing System Based on Hadoop;2015;True
1062;ON THE ARCHITECTURE OF A BIG DATA CLASSIFICATION TOOL BASED ON A MAP REDUCE APPROACH FOR HYPERSPECTRAL IMAGE ANALYSIS;2015;True
1063;Genomics data curation roles, skills and perception of data quality;2015;True
1064;Big data-based extraction of fuzzy partition rules for heart arrhythmia detection: a semi-automated approach;2016;True
1065;Challenges and Opportunities for Statistics in the Next 25 Years;2015;True
1066;Hierarchical Video Surveillance Architecture - A Chassis for Video Big Data Analytics and Exploration;2015;True
1067;Big Data: Astronomical or Genomical?;2015;True
1068;Remote sensing big data computing: Challenges and opportunities;2015;True
1069;1st International Workshop on Data Analysis Patterns in Software Engineering (DAPSE 2013);2013;True
1070;Multi-level anomaly detection: Relevance of big data analytics in networks;2015;True
1071;Teaching 'big data' analysis to young immunologists;2015;True
1072;Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud;2013;True
1073;Semantic Information Fusion of Linked Open Data and Social Big Data for the Creation of an Extended Corporate CRM Database;2015;True
1074;Big Data Offers Novel Insights for Oncolytic Virus Immunotherapy;2016;True
1075;Distributed Dictionary Learning for Sparse Representation in Sensor Networks;2014;True
1076;Unsupervised Identification of Population Patterns in High-dimensional Multimodal Neuroimaging Scans: A Data-driven Machine Learning Approach;2013;True
1077;Big Data Approach in an ICT Agriculture Project;2013;True
1078;A Compression Algorithm for DNA that Uses ASCII Values;2014;True
1079;Template for Preparation of Papers for IEEE Sponsored Conferences & Symposia;2015;True
1080;Employing digital crowdsourced information resources: Managing the emerging information commons;2013;True
1081;Applying Clustering Analysis to Heterogeneous Data Using Similarity Matrix Fusion (SMF);2015;True
1082;Fuzzy-rough community in social networks;2015;True
1083;"Tracing the second stage of ozone recovery in the Antarctic ozone-hole with a ""big data"" approach to multivariate regressions";2015;True
1084;Online Censoring for Large-Scale Regressions;2014;True
1085;Sentimental Space based Analysis of User Personalized Sentiments;2013;True
1086;Toward a Framework for Improving the Execution of the Big Data Applications;2015;True
1087;Fast l(1)-norm Nearest Neighbor Search Using A Simple Variant of Randomized Partition Tree;2015;True
1088;Data cleaning in the process industries;2015;True
1089;A modular software architecture for processing of big geospatial data in the cloud;2015;True
1090;Algorithms in our Midst: Information, Power and Choice when Software is Everywhere;2015;True
1091;Research on Condition Monitoring of Power Big Data Based on Rough Sets;2015;True
1092;Efficient and Secure Cloud Storage for Handling Big Data;2012;True
1093;Mobility management in Bluetooth Low Energy;2014;True
1094;Research on Efficient Use and Sharing of Science and Technology Resources under the Background of Big Data;2014;True
1095;sksOpen: Efficient Indexing, Querying, and Visualization of Geo-spatial Big Data;2013;True
1096;Big Data: Survey, Technologies, Opportunities, and Challenges;2014;True
1097;Toward an Ecosystem for Precision Sharing of Segmented Big Data;2013;True
1098;Recycling Personal Data: Data Reuse and Use Limitation in Digital Forensics;2015;True
1099;Elastic extreme learning machine for big data classification;2015;True
1100;A New ETL Approach Based on Data Virtualization;2015;True
1101;A big data approach to the ultra-fast prediction of DFT-calculated bond energies;2013;True
1102;Automata-Based Dynamic Data Processing for Clouds;2014;True
1103;The Big (Data) Bang: Policy, Prospects, and Challenges;2014;True
1104;SocialRobot: a big data-driven humanoid intelligent system in social media services;2016;True
1105;Big Data and Business Analytics in the Supply Chain: A Review of the Literature;2015;True
1106;Performance evaluation of NoSQL big-data applications using multi-formalism models;2014;True
1107;"The strategic prototype ""crime-sourcing"" and the science/science fiction behind it";2014;True
1108;The Factory Integration Roadmap in Semiconductor Manufacturing;2014;True
1109;Work in Progress - In-Memory Analysis for Healthcare Big Data;2014;True
1110;A Model-Driven Prototype Evaluation to Elicit Requirements for a Sensemaking Support Tool;2012;True
1111;IBM Streams Processing Language: Analyzing Big Data in motion;2013;True
